uid,pid,item_description,price,category,site_name
108,260,Hydraulic Sheet Metal Shear SH-5203-HD,26895.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Hydraulic Sheet Metal Shears",Bailiegh Industrial
108,260,Hydraulic Sheet Metal Shear SH-5203-HD,26895.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Hydraulic Sheet Metal Shears",Bailiegh Industrial
108,104,"CLICK analog input module, 4-channel, voltage, 13-bit, input voltage signal range(s) of 0-10 VDC, external 24 VDC required.",91.0,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|Analog I/O,Automation Direct
108,366,"3M 80514 Ribbed Retainer Nut Disc Pad Face Plate, 7 in Dia",27.9,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
108,142,"Productivity1000 terminal block, 10-pin spring clamp. For use with Productivity1000 I/O modules.",5.25,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|Spare Parts & Specialty Items,Automation Direct
108,370,"3M 80515 Ribbed Retainer Nut Disc Pad Face Plate, 7 in Dia",27.9,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
108,127,"Productivity1000 discrete output module, 15-point, 12-24 VDC, sourcing, 1 common(s), 15 point(s) per common, 1A/point. Requires P2-RTB or P2-RTB-1 removable terminal block or ZIPLink pre-wired cables.",54.0,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|DC & Combo I/O,Automation Direct
108,216,Box and Pan Brake BB-12016,9595.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Box & Pan Sheet Metal Brakes",Bailiegh Industrial
108,210,Finger Brake BB-5014F,2595.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Box & Pan Sheet Metal Brakes",Bailiegh Industrial
108,334,"Weiler® 56484 Adapting Nut, 3/8-24",23.11,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
108,380,"Dynabrade® 53988 Interface Pad, 10 Holes, 3-2/3 in Dia, Hook Attachment",14.22,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
108,315,"Perfect-It 05752 Heavy Duty Quick Connect Adapter, 5/8-11",37.84,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
108,78,"CLICK Ethernet Analog PLC, 24 VDC required, Ethernet and serial ports, Discrete Input: 4-point, DC, Analog Input: 2-channel, current/voltage, Discrete Output: 4-point, sourcing, Analog Output: 2-channel, current/voltage.",183.0,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|PLC Units,Automation Direct
108,173,Roll Bender - R-M20-220,3895.0,Metalworking|Tube & Pipe Benders|Roll Benders|Manual Roll Benders,Bailiegh Industrial
108,384,"Dynabrade® 54018 Disc Backing Pad, 1-1/4 in Dia, 1/4-20 Female, Foam/Rubber Face",10.4,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
108,194,Digital Upgrade for 10' Index Tables (IDX-Digital Upgrade),1750.0,Metalworking|Tube & Pipe Benders|Bender Tooling & Accessories|Tube Bending Accessories,Bailiegh Industrial
108,228,Magnetic Box and Pan Brake BB-7216M,6695.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Magnetic Sheet Metal Brakes",Bailiegh Industrial
108,210,Finger Brake BB-5014F,2595.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Box & Pan Sheet Metal Brakes",Bailiegh Industrial
109,54,"Cat5E straight-through patch cable, STP (overall foil shield), (2) RJ45 male connectors, 50ft cable length, green. For use with 10/100/1000 Mbps networks.",26.0,Communications|Cables & Accessories|Ethernet|Cat5e Patch Cables (Shielded Twisted Pair),Automation Direct
109,890,"1/2"" {A} x 3"" {B} 4140 Cold Finished, Annealed - 36""",66.86,"Alloy|Flat|Cold Finished|1/2"" {A} x 3"" {B} 4140 Cold Finished, Annealed",Speedy Metals
109,756,"1/4"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 60""",46.46,"Alloy|Flat|Cold Finished|1/4"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
109,78,"CLICK Ethernet Analog PLC, 24 VDC required, Ethernet and serial ports, Discrete Input: 4-point, DC, Analog Input: 2-channel, current/voltage, Discrete Output: 4-point, sourcing, Analog Output: 2-channel, current/voltage.",183.0,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|PLC Units,Automation Direct
109,414,"Dynabrade® 56252 Channel Vacuum Backing Pad, 5 Holes, 5 in Dia, 5/16-24 Male, PSA Attachment, Urethane/Vinyl Face",34.76,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
109,717,Casco Rig Wash General Purpose Cleaner - 1 Gal.,8.71,Commercial & Industrial|Power Wash & Disinfectant|Disinfectants,QC Supply
109,636,Dosatron® D128R Medicator,205.0,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
109,391,"Dynabrade® 56086 Non-Vacuum Backing Pad, 3 in Dia, 5/16-24 Male, PSA Attachment, Vinyl",32.06,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
109,47,"Cat5E straight-through patch cable, STP (overall foil shield), (2) RJ45 male connectors, 25ft cable length, purple. For use with 10/100/1000 Mbps networks.",15.5,Communications|Cables & Accessories|Ethernet|Cat5e Patch Cables (Shielded Twisted Pair),Automation Direct
109,347,"Roloc 051144-14211 Disc Backup Pad, 2 in Dia",18.68,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
109,439,"Dynabrade® 53989 Conversion Pad, 10 Holes, 3-2/3 in Dia, Hook Attachment",7.92,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
109,360,"Dynabrade® Dynaline® 57471 Non-Vacuum Backing Pad With 2 Screws, 2-3/4 in Dia, Hook and Loop Attachment",32.6,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
109,743,Casco CS-590 General Purpose Defoaming Compound - 1 Gal.,18.6,Commercial & Industrial|Power Wash & Disinfectant|Disinfectants,QC Supply
109,6,"ProSense hydrostatic submersible level transmitter, 0 to 5 psig (11.5ft of water column) sensing range, 4-20 mA, stainless steel body and non-fouling stainless steel protective cage, 1/2in male NPT with shielded and vented 30ft cable.",482.0,Process Control & Measurement|Level Sensors & Controllers|Submersible Level Sensors,Automation Direct
109,884,"1/2"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed - 60""",88.8,"Alloy|Flat|Cold Finished|1/2"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
109,662,Aegis™ RP Bait Station - Locking,10.8,"Commercial & Industrial|Pest Control, Rodent, & Insect|Traps & Bait Stations",QC Supply
109,848,"1/2"" {A} x 3/4"" {B} 4140 Cold Finished, Annealed - 18""",10.44,"Alloy|Flat|Cold Finished|1/2"" {A} x 3/4"" {B} 4140 Cold Finished, Annealed",Speedy Metals
109,137,"Productivity1000 analog combo module, Input: 4-channel, current, 0-20 mA, Output: 2-channel, current, 4-20 mA. Requires P1-10RTB or P1-10RTB-1 removable terminal block or ZIPLink pre-wired cables.",118.0,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|Analog I/O,Automation Direct
109,811,"3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 48""",37.49,"Alloy|Flat|Cold Finished|3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
109,434,"Dynabrade® 53971 Conversion Pad, Hook Attachment",5.13,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
110,853,"1/2"" {A} x 3/4"" {B} 4140 Cold Finished, Annealed - 72""",39.59,"Alloy|Flat|Cold Finished|1/2"" {A} x 3/4"" {B} 4140 Cold Finished, Annealed",Speedy Metals
110,316,"3M 27628 Bristle Disc Flange Adapter, 1 in ID x 2 in OD, 6 in L",6.14,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
110,346,"Dynabrade® 56106 Non-Vacuum Backing Pad, 5 in Dia, 5/16-24 Male, PSA Attachment, Vinyl",28.69,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
110,773,"1/4"" {A} x 2"" {B} 4140 Cold Finished, Annealed - 72""",57.72,"Alloy|Flat|Cold Finished|1/4"" {A} x 2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
110,380,"Dynabrade® 53988 Interface Pad, 10 Holes, 3-2/3 in Dia, Hook Attachment",14.22,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
110,850,"1/2"" {A} x 3/4"" {B} 4140 Cold Finished, Annealed - 36""",20.39,"Alloy|Flat|Cold Finished|1/2"" {A} x 3/4"" {B} 4140 Cold Finished, Annealed",Speedy Metals
110,385,"Dynabrade® 54037 Disc Backing Pad, 1-1/4 in Dia, 1/4-20 Female, Locking Attachment, Vinyl",12.49,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
110,875,"1/2"" {A} x 2"" {B} 4140 Cold Finished, Annealed - 48""",57.45,"Alloy|Flat|Cold Finished|1/2"" {A} x 2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
110,796,"1/4"" {A} x 4"" {B} 4140 Cold Finished, Annealed - 60""",129.25,"Alloy|Flat|Cold Finished|1/4"" {A} x 4"" {B} 4140 Cold Finished, Annealed",Speedy Metals
110,399,"Dynabrade® 50126 Disc Backing Pad, 3 in Dia, 3/8-24 Female, Hook Attachment",19.42,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
110,884,"1/2"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed - 60""",88.8,"Alloy|Flat|Cold Finished|1/2"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
110,787,"1/4"" {A} x 3"" {B} 4140 Cold Finished, Annealed - 48""",59.2,"Alloy|Flat|Cold Finished|1/4"" {A} x 3"" {B} 4140 Cold Finished, Annealed",Speedy Metals
110,371,"3M 81728 Ribbed Retainer Nut Disc Pad Face Plate, 9 in Dia",49.72,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
110,384,"Dynabrade® 54018 Disc Backing Pad, 1-1/4 in Dia, 1/4-20 Female, Foam/Rubber Face",10.4,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
110,800,"3/8"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 18""",11.85,"Alloy|Flat|Cold Finished|3/8"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
110,366,"3M 80514 Ribbed Retainer Nut Disc Pad Face Plate, 7 in Dia",27.9,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
111,804,"3/8"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 60""",37.83,"Alloy|Flat|Cold Finished|3/8"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
111,827,"3/8"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed - 48""",60.47,"Alloy|Flat|Cold Finished|3/8"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
111,288,Gear Driven Dual Miter Band Saw BS-350SA,8395.0,Metalworking|Saws|Band Saws|Semi-Automatic Band Saws,Bailiegh Industrial
111,186,Roll Bender R-CNC55,53195.0,Metalworking|Tube & Pipe Benders|Roll Benders|CNC Roll Benders,Bailiegh Industrial
111,876,"1/2"" {A} x 2"" {B} 4140 Cold Finished, Annealed - 60""",71.11,"Alloy|Flat|Cold Finished|1/2"" {A} x 2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
111,810,"3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 36""",28.39,"Alloy|Flat|Cold Finished|3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
111,168,Ring Roller R-M5,495.0,Metalworking|Tube & Pipe Benders|Roll Benders|Manual Roll Benders,Bailiegh Industrial
111,429,"Dynabrade® 57799 Vacuum Disc Backing Pad, 5 Holes, 5 in Dia, 5/16-24 Male, Hook Attachment",40.84,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
111,311,"3M 051144-45032 Flange Adapter, 7/8 in ID x 1 in OD, NO 3 Adapted Hole, Sheet Metal",5.22,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
111,898,"1/2"" {A} x 3-1/2"" {B} 4140 Cold Finished, Annealed - 36""",74.86,"Alloy|Flat|Cold Finished|1/2"" {A} x 3-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
111,416,"Dynabrade® Dynabug® 56287 Model T Non-Vacuum Backing Pad, 6 in Dia, PSA Attachment, Vinyl",25.67,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
111,817,"3/8"" {A} x 2"" {B} 4140 Cold Finished, Annealed - 24""",27.64,"Alloy|Flat|Cold Finished|3/8"" {A} x 2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
111,889,"1/2"" {A} x 3"" {B} 4140 Cold Finished, Annealed - 24""",45.01,"Alloy|Flat|Cold Finished|1/2"" {A} x 3"" {B} 4140 Cold Finished, Annealed",Speedy Metals
112,27,"Cat5E straight-through patch cable, STP (overall foil shield), (2) RJ45 male connectors, 10ft cable length, gray. For use with 10/100/1000 Mbps networks.",9.25,Communications|Cables & Accessories|Ethernet|Cat5e Patch Cables (Shielded Twisted Pair),Automation Direct
112,610,Better Water Industries Inc. Chlorine Tablets - 5 lbs.,37.73,Commercial & Industrial|Horticulture & Greenhouse|Water Treatments,QC Supply
112,661,"DURAFAN® 14"" Indoor/Outdoor Non-Oscillating Wall Mount Fan - White",93.83,"Commercial & Industrial|Fans, Ventilation & Controls|Basket Fans",QC Supply
112,40,"Cat5E straight-through patch cable, STP (overall foil shield), (2) RJ45 male connectors, 14ft cable length, red. For use with 10/100/1000 Mbps networks.",11.0,Communications|Cables & Accessories|Ethernet|Cat5e Patch Cables (Shielded Twisted Pair),Automation Direct
112,750,"1/4"" {A} x 1"" {B} 4140 Cold Finished, Annealed - By the Inch",0.96,"Alloy|Flat|Cold Finished|1/4"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
113,898,"1/2"" {A} x 3-1/2"" {B} 4140 Cold Finished, Annealed - 36""",74.86,"Alloy|Flat|Cold Finished|1/2"" {A} x 3-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
113,205,Metal Bending Box Brake BB-2416E,795.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Box & Pan Sheet Metal Brakes",Bailiegh Industrial
113,1027,#30 TORX® Equivalent (6-Lobe) Security Screw Driver Power Handle,nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
113,212,Reversible Finger Brake BB-5016F-DS,2795.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Box & Pan Sheet Metal Brakes",Bailiegh Industrial
113,1042,"#9 TORX® Equivalent (6-Lobe) Security 1/4"" Hex Key",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
113,912,"1/4""-20 x 3"" Bi-Flex® 300 Series Bi-Metal Self-Drilling Screws, Undercut Flat Head with #3 Phillips Drive, #2 Point, Hardened Steel Tapping Threads and Point, 18-8 Stainless Steel Head and Shank with Stalgard GB Coating",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
113,963,"#10 x 3/4 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 20TXH, Hardened 410 Stainless Steel",nan,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
113,151,Hand Bender - RDB-10,795.0,Metalworking|Tube & Pipe Benders|Manual Rotary Draw Benders,Bailiegh Industrial
113,864,"1/2"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 18""",17.28,"Alloy|Flat|Cold Finished|1/2"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
113,763,"1/4"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 48""",32.2,"Alloy|Flat|Cold Finished|1/4"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
113,823,"3/8"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed - 12""",15.78,"Alloy|Flat|Cold Finished|3/8"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
113,901,"#10 x 1/2 Self-Drilling Screws, Undercut Flat Phillips Head, #2 Point, 18.8 Stainless Steel",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
113,814,"3/8"" {A} x 2"" {B} 4140 Cold Finished, Annealed - By the Inch",1.38,"Alloy|Flat|Cold Finished|3/8"" {A} x 2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
113,993,"#14 x 3"" Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 27TXH, Hardened 410 Stainless Steel",nan,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
113,917,"#10-24 x 1-1/4"" Self-Drilling Screws, Thin Phillips Wafer Head, #3 Point, #2 Phillips Driver, Tanner Ultra-Guard Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
113,996,"#15 TORX® Equivalent (6-Lobe) Security 1/4"" Hex Bit",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
113,265,Sheet Metal Shear SH-12003-HD,52995.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Hydraulic Sheet Metal Shears",Bailiegh Industrial
113,267,Bench Mounted Multi-Purpose Manual Sheet Metal Shear MPS-8G,195.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Manual Sheet Metal Shears",Bailiegh Industrial
113,1035,"#20 TORX® Equivalent (6-Lobe) Security 1/4"" Hex Key",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
113,1036,"#25 TORX® Equivalent (6-Lobe) Security 1/4"" Hex Key",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
113,895,"1/2"" {A} x 3-1/2"" {B} 4140 Cold Finished, Annealed - 12""",25.8,"Alloy|Flat|Cold Finished|1/2"" {A} x 3-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
113,923,"#10 x 1-1/2"" Self-Drilling Screws - Wood to Metal Reamers, Phillips Wafer Head, #3 Point, Cabon Steel with Gray Stalgard Coating, Made in USA",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
114,957,"#8 x 1-1/4"" Fiber Cement Board Self-Drilling Screws, Phillips Wafer Head, #2 Point, #2 Phillips Driver, Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
114,907,"#12-14 x 1"" Bi-Flex® 300 Series Bi-Metal Self-Drilling Screws, Undercut Flat Head with #3 Phillips Drive, #2 Point, Hardened Steel Tapping Threads and Point, 18-8 Stainless Steel Head and Shank with Stalgard GB Coating",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
114,255,Heavy Duty Hydraulic Sheet Metal Shear SH-5210-HD,20995.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Hydraulic Sheet Metal Shears",Bailiegh Industrial
114,915,"#10-24 x 1"" Self-Drilling Screws, Thin Phillips Wafer Head, #3 Point, #2 Phillips Driver, Tanner Ultra-Guard Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
115,67,"CLICK Analog PLC, 24 VDC required, serial ports, Discrete Input: 4-point, DC, Analog Input: 2-channel, current/voltage, Discrete Output: 4-point, sourcing, Analog Output: 2-channel, current/voltage.",132.0,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|PLC Units,Automation Direct
115,54,"Cat5E straight-through patch cable, STP (overall foil shield), (2) RJ45 male connectors, 50ft cable length, green. For use with 10/100/1000 Mbps networks.",26.0,Communications|Cables & Accessories|Ethernet|Cat5e Patch Cables (Shielded Twisted Pair),Automation Direct
115,80,"CLICK Ethernet Analog PLC, 24 VDC required, Ethernet and serial ports, Discrete Input: 4-point, AC, Analog Input: 2-channel, current/voltage, Discrete Output: 4-point, relay, Analog Output: 2-channel, current/voltage.",194.0,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|PLC Units,Automation Direct
115,401,"Dynabrade® 56177 Non-Vacuum Backing Pad, 6 in Dia, 5/16-24 Male, PSA Attachment, Vinyl",32.06,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
115,136,"Productivity1000 analog output module, 4-channel, voltage, 12-bit, output voltage signal range(s) of 0-10 VDC, external 24 VDC required.",85.0,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|Analog I/O,Automation Direct
115,3,"ProSense hydrostatic submersible level transmitter, 0 to 20 psig (46.1ft of water column) sensing range, 4-20 mA, stainless steel body and polyoxymethylene (POM) ported bullet nose cap, 1/2in male NPT with shielded and vented 60ft cable.",353.0,Process Control & Measurement|Level Sensors & Controllers|Submersible Level Sensors,Automation Direct
115,387,"Dynabrade® 54088 Disc Backing Pad, 1-1/4 in Dia, 1/4-20 Female, PSA Attachment, Foam/Vinyl Face",10.4,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
115,429,"Dynabrade® 57799 Vacuum Disc Backing Pad, 5 Holes, 5 in Dia, 5/16-24 Male, Hook Attachment",40.84,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
115,316,"3M 27628 Bristle Disc Flange Adapter, 1 in ID x 2 in OD, 6 in L",6.14,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
115,46,"Cat5E straight-through patch cable, STP (overall foil shield), (2) RJ45 male connectors, 25ft cable length, green. For use with 10/100/1000 Mbps networks.",15.5,Communications|Cables & Accessories|Ethernet|Cat5e Patch Cables (Shielded Twisted Pair),Automation Direct
